Measure Name,Year,Period,Value
Employed City of Toronto Residents (000's),2019,Jul,1436.6
Employed City of Toronto Residents (000's),2019,Aug,1424.7
Employed City of Toronto Residents (000's),2019,Sep,1423.6
Employed City of Toronto Residents (000's),2019,Oct,1413.1
Employed City of Toronto Residents (000's),2019,Nov,1409
Employed City of Toronto Residents (000's),2019,Dec,1403.6
Employed City of Toronto Residents (000's),2020,Jan,1405.3
Employed City of Toronto Residents (000's),2020,Feb,1418.5
Employed City of Toronto Residents (000's),2020,Mar,1405.1
Employed City of Toronto Residents (000's),2020,Apr,1354.2
Employed City of Toronto Residents (000's),2020,May,1281.8
Employed City of Toronto Residents (000's),2020,Jun,1258.3
Employed City of Toronto Residents (000's),2020,Jul,1262.3
Employed City of Toronto Residents (000's),2020,Aug,1278.6
Employed City of Toronto Residents (000's),2020,Sep,1280.6
Employed City of Toronto Residents (000's),2020,Oct,1292.8
Employed City of Toronto Residents (000's),2020,Nov,1317.1
Employed City of Toronto Residents (000's),2020,Dec,1331.4
Employed City of Toronto Residents (000's),2021,Jan,1344.2
Employed City of Toronto Residents (000's),2021,Feb,1347.6
Employed City of Toronto Residents (000's),2021,Mar,1365.9
Employed City of Toronto Residents (000's),2021,Apr,1372.7
Employed City of Toronto Residents (000's),2021,May,1368.3
Employed City of Toronto Residents (000's),2021,Jun,1352.2
Employed City of Toronto Residents (000's),2021,Jul,1359.7
Employed City of Toronto Residents (000's),2021,Aug,1387
Employed City of Toronto Residents (000's),2021,Sep,1412.5
Average Actual Hours at Main Job (worked in reference week),2007,Jan,35.97
Average Actual Hours at Main Job (worked in reference week),2007,Feb,35.8
Average Actual Hours at Main Job (worked in reference week),2007,Mar,35.61
Average Actual Hours at Main Job (worked in reference week),2007,Apr,36.28
Average Actual Hours at Main Job (worked in reference week),2007,May,36.01
Average Actual Hours at Main Job (worked in reference week),2007,Jun,36.92
Average Actual Hours at Main Job (worked in reference week),2007,Jul,36.98
Average Actual Hours at Main Job (worked in reference week),2007,Aug,36.85
Average Actual Hours at Main Job (worked in reference week),2007,Sep,36.95
Average Actual Hours at Main Job (worked in reference week),2007,Oct,32.02
Average Actual Hours at Main Job (worked in reference week),2007,Nov,36.38
Average Actual Hours at Main Job (worked in reference week),2007,Dec,36.56
Average Actual Hours at Main Job (worked in reference week),2008,Jan,36.15
Average Actual Hours at Main Job (worked in reference week),2008,Feb,35.86
Average Actual Hours at Main Job (worked in reference week),2008,Mar,35.98
Average Actual Hours at Main Job (worked in reference week),2008,Apr,36.84
Average Actual Hours at Main Job (worked in reference week),2008,May,37.19
Average Actual Hours at Main Job (worked in reference week),2008,Jun,37.46
Average Actual Hours at Main Job (worked in reference week),2008,Jul,36.8
Average Actual Hours at Main Job (worked in reference week),2008,Aug,37.13
Average Actual Hours at Main Job (worked in reference week),2008,Sep,37.59
Average Actual Hours at Main Job (worked in reference week),2008,Oct,32
Average Actual Hours at Main Job (worked in reference week),2008,Nov,35.64
Average Actual Hours at Main Job (worked in reference week),2008,Dec,35.91
Average Actual Hours at Main Job (worked in reference week),2009,Jan,36.05
Average Actual Hours at Main Job (worked in reference week),2009,Feb,34.51
Average Actual Hours at Main Job (worked in reference week),2009,Mar,35.58
Average Actual Hours at Main Job (worked in reference week),2009,Apr,34.14
Average Actual Hours at Main Job (worked in reference week),2009,May,35.64
Average Actual Hours at Main Job (worked in reference week),2009,Jun,36.15
Average Actual Hours at Main Job (worked in reference week),2009,Jul,36.91
Average Actual Hours at Main Job (worked in reference week),2009,Aug,36.85
Average Actual Hours at Main Job (worked in reference week),2009,Sep,37.32
Average Actual Hours at Main Job (worked in reference week),2009,Oct,31.1
Average Actual Hours at Main Job (worked in reference week),2009,Nov,34.79
Average Actual Hours at Main Job (worked in reference week),2009,Dec,36.56
Average Actual Hours at Main Job (worked in reference week),2010,Jan,35.6
Average Actual Hours at Main Job (worked in reference week),2010,Feb,33.19
Average Actual Hours at Main Job (worked in reference week),2010,Mar,35.41
Average Actual Hours at Main Job (worked in reference week),2010,Apr,35.85
Average Actual Hours at Main Job (worked in reference week),2010,May,36.06
Average Actual Hours at Main Job (worked in reference week),2010,Jun,36.31
Average Actual Hours at Main Job (worked in reference week),2010,Jul,35.73
Average Actual Hours at Main Job (worked in reference week),2010,Aug,35.77
Average Actual Hours at Main Job (worked in reference week),2010,Sep,35.87
Average Actual Hours at Main Job (worked in reference week),2010,Oct,31.41
Average Actual Hours at Main Job (worked in reference week),2010,Nov,35.34
Average Actual Hours at Main Job (worked in reference week),2010,Dec,35.52
Average Actual Hours at Main Job (worked in reference week),2011,Jan,35.41
Average Actual Hours at Main Job (worked in reference week),2011,Feb,35.21
Average Actual Hours at Main Job (worked in reference week),2011,Mar,35.58
Average Actual Hours at Main Job (worked in reference week),2011,Apr,36.17
Average Actual Hours at Main Job (worked in reference week),2011,May,35.9
Average Actual Hours at Main Job (worked in reference week),2011,Jun,36.27
Average Actual Hours at Main Job (worked in reference week),2011,Jul,36.62
Average Actual Hours at Main Job (worked in reference week),2011,Aug,36.74
Average Actual Hours at Main Job (worked in reference week),2011,Sep,36.39
Average Actual Hours at Main Job (worked in reference week),2011,Oct,31.62
Average Actual Hours at Main Job (worked in reference week),2011,Nov,35.54
Average Actual Hours at Main Job (worked in reference week),2011,Dec,36.6
Average Actual Hours at Main Job (worked in reference week),2012,Jan,36.4
Average Actual Hours at Main Job (worked in reference week),2012,Feb,35.94
Average Actual Hours at Main Job (worked in reference week),2012,Mar,35.46
Average Actual Hours at Main Job (worked in reference week),2012,Apr,36.45
Average Actual Hours at Main Job (worked in reference week),2012,May,36.21
Average Actual Hours at Main Job (worked in reference week),2012,Jun,36.53
Average Actual Hours at Main Job (worked in reference week),2012,Jul,36.39
Average Actual Hours at Main Job (worked in reference week),2012,Aug,36.06
Average Actual Hours at Main Job (worked in reference week),2012,Sep,36.5
Average Actual Hours at Main Job (worked in reference week),2012,Oct,32.21
Average Actual Hours at Main Job (worked in reference week),2012,Nov,35.58
Average Actual Hours at Main Job (worked in reference week),2012,Dec,35.38
Average Actual Hours at Main Job (worked in reference week),2013,Jan,34.78
Average Actual Hours at Main Job (worked in reference week),2013,Feb,34.96
Average Actual Hours at Main Job (worked in reference week),2013,Mar,35.01
Average Actual Hours at Main Job (worked in reference week),2013,Apr,36.26
Average Actual Hours at Main Job (worked in reference week),2013,May,36.01
Average Actual Hours at Main Job (worked in reference week),2013,Jun,36.28
Average Actual Hours at Main Job (worked in reference week),2013,Jul,36.06
Average Actual Hours at Main Job (worked in reference week),2013,Aug,36.34
Average Actual Hours at Main Job (worked in reference week),2013,Sep,36.27
Average Actual Hours at Main Job (worked in reference week),2013,Oct,31.63
Average Actual Hours at Main Job (worked in reference week),2013,Nov,35.4
Average Actual Hours at Main Job (worked in reference week),2013,Dec,35.97
Average Actual Hours at Main Job (worked in reference week),2014,Jan,36.07
Average Actual Hours at Main Job (worked in reference week),2014,Feb,35.83
Average Actual Hours at Main Job (worked in reference week),2014,Mar,35.1
Average Actual Hours at Main Job (worked in reference week),2014,Apr,30.59
Average Actual Hours at Main Job (worked in reference week),2014,May,35.83
Average Actual Hours at Main Job (worked in reference week),2014,Jun,36.29
Average Actual Hours at Main Job (worked in reference week),2014,Jul,36.27
Average Actual Hours at Main Job (worked in reference week),2014,Aug,35.79
Average Actual Hours at Main Job (worked in reference week),2014,Sep,36.56
Average Actual Hours at Main Job (worked in reference week),2014,Oct,31.73
Average Actual Hours at Main Job (worked in reference week),2014,Nov,34.85
Average Actual Hours at Main Job (worked in reference week),2014,Dec,35.94
Average Actual Hours at Main Job (worked in reference week),2015,Jan,35.79
Average Actual Hours at Main Job (worked in reference week),2015,Feb,33.95
Average Actual Hours at Main Job (worked in reference week),2015,Mar,35.74
Average Actual Hours at Main Job (worked in reference week),2015,Apr,36.51
Average Actual Hours at Main Job (worked in reference week),2015,May,35.51
Average Actual Hours at Main Job (worked in reference week),2015,Jun,36.36
Average Actual Hours at Main Job (worked in reference week),2015,Jul,36.57
Average Actual Hours at Main Job (worked in reference week),2015,Aug,36.57
Average Actual Hours at Main Job (worked in reference week),2015,Sep,36.51
Average Actual Hours at Main Job (worked in reference week),2015,Oct,31.31
Average Actual Hours at Main Job (worked in reference week),2015,Nov,35.53
Average Actual Hours at Main Job (worked in reference week),2015,Dec,36.38
Average Actual Hours at Main Job (worked in reference week),2016,Jan,36.45
Average Actual Hours at Main Job (worked in reference week),2016,Feb,34.37
Average Actual Hours at Main Job (worked in reference week),2016,Mar,35.33
Average Actual Hours at Main Job (worked in reference week),2016,Apr,36.05
Average Actual Hours at Main Job (worked in reference week),2016,May,36.04
Average Actual Hours at Main Job (worked in reference week),2016,Jun,36.38
Average Actual Hours at Main Job (worked in reference week),2016,Jul,36.19
Average Actual Hours at Main Job (worked in reference week),2016,Aug,36.39
Average Actual Hours at Main Job (worked in reference week),2016,Sep,36.14
Average Actual Hours at Main Job (worked in reference week),2016,Oct,31.87
Average Actual Hours at Main Job (worked in reference week),2016,Nov,34.86
Average Actual Hours at Main Job (worked in reference week),2016,Dec,36.24
Average Actual Hours at Main Job (worked in reference week),2017,Jan,35.78
Average Actual Hours at Main Job (worked in reference week),2017,Feb,35.24
Average Actual Hours at Main Job (worked in reference week),2017,Mar,35.57
Average Actual Hours at Main Job (worked in reference week),2017,Apr,32.09
Average Actual Hours at Main Job (worked in reference week),2017,May,35.78
Average Actual Hours at Main Job (worked in reference week),2017,Jun,35.88
Average Actual Hours at Main Job (worked in reference week),2017,Jul,35.91
Average Actual Hours at Main Job (worked in reference week),2017,Aug,36.09
Average Actual Hours at Main Job (worked in reference week),2017,Sep,35.98
Average Actual Hours at Main Job (worked in reference week),2017,Oct,32.47
Average Actual Hours at Main Job (worked in reference week),2017,Nov,35.59
Average Actual Hours at Main Job (worked in reference week),2017,Dec,36.35
Average Actual Hours at Main Job (worked in reference week),2018,Jan,35.72
Average Actual Hours at Main Job (worked in reference week),2018,Feb,35.86
Average Actual Hours at Main Job (worked in reference week),2018,Mar,35.62
Average Actual Hours at Main Job (worked in reference week),2018,Apr,36.82
Average Actual Hours at Main Job (worked in reference week),2018,May,36.88
Average Actual Hours at Main Job (worked in reference week),2018,Jun,36.45
Average Actual Hours at Main Job (worked in reference week),2018,Jul,36.61
Average Actual Hours at Main Job (worked in reference week),2018,Aug,36.3
Average Actual Hours at Main Job (worked in reference week),2018,Sep,35.83
Average Actual Hours at Main Job (worked in reference week),2018,Oct,32.15
Average Actual Hours at Main Job (worked in reference week),2018,Nov,35.54
Average Actual Hours at Main Job (worked in reference week),2018,Dec,35.34
Average Actual Hours at Main Job (worked in reference week),2019,Jan,35.59
Average Actual Hours at Main Job (worked in reference week),2019,Feb,35.04
Average Actual Hours at Main Job (worked in reference week),2019,Mar,35.47
Average Actual Hours at Main Job (worked in reference week),2019,Apr,31.03
Average Actual Hours at Main Job (worked in reference week),2019,May,35.95
Average Actual Hours at Main Job (worked in reference week),2019,Jun,36.41
Average Actual Hours at Main Job (worked in reference week),2019,Jul,35.9
Average Actual Hours at Main Job (worked in reference week),2019,Aug,36.28
Average Actual Hours at Main Job (worked in reference week),2019,Sep,36.5
Average Actual Hours at Main Job (worked in reference week),2019,Oct,32.16
Average Actual Hours at Main Job (worked in reference week),2019,Nov,35.34
Average Actual Hours at Main Job (worked in reference week),2019,Dec,36.26
Average Actual Hours at Main Job (worked in reference week),2020,Jan,35.76
Average Actual Hours at Main Job (worked in reference week),2020,Feb,35.22
Average Actual Hours at Main Job (worked in reference week),2020,Mar,35.2
Average Actual Hours at Main Job (worked in reference week),2020,Apr,35.93
Average Actual Hours at Main Job (worked in reference week),2020,May,37.34
Average Actual Hours at Main Job (worked in reference week),2020,Jun,36.54
Average Actual Hours at Main Job (worked in reference week),2020,Jul,36.26
Average Actual Hours at Main Job (worked in reference week),2020,Aug,35.66
Average Actual Hours at Main Job (worked in reference week),2020,Sep,36.21
Average Actual Hours at Main Job (worked in reference week),2020,Oct,34.63
Average Actual Hours at Main Job (worked in reference week),2020,Nov,35.81
Average Actual Hours at Main Job (worked in reference week),2020,Dec,36.63
Average Actual Hours at Main Job (worked in reference week),2021,Jan,36.42
Average Actual Hours at Main Job (worked in reference week),2021,Feb,34.47
Average Actual Hours at Main Job (worked in reference week),2021,Mar,36.17
Average Actual Hours at Main Job (worked in reference week),2021,Apr,36.16
Average Actual Hours at Main Job (worked in reference week),2021,May,36.75
Average Actual Hours at Main Job (worked in reference week),2021,Jun,36.63
Average Actual Hours at Main Job (worked in reference week),2021,Jul,35.88
Average Actual Hours at Main Job (worked in reference week),2021,Aug,35.8
Average Actual Hours at Main Job (worked in reference week),2021,Sep,36.29
Percentage who are Self-Employed (Toronto Residents),2007,Jan,0.1457
Percentage who are Self-Employed (Toronto Residents),2007,Feb,0.1514
Percentage who are Self-Employed (Toronto Residents),2007,Mar,0.1543
Percentage who are Self-Employed (Toronto Residents),2007,Apr,0.1575
Percentage who are Self-Employed (Toronto Residents),2007,May,0.1561
Percentage who are Self-Employed (Toronto Residents),2007,Jun,0.16
Percentage who are Self-Employed (Toronto Residents),2007,Jul,0.1592
Percentage who are Self-Employed (Toronto Residents),2007,Aug,0.1595
Percentage who are Self-Employed (Toronto Residents),2007,Sep,0.1568
Percentage who are Self-Employed (Toronto Residents),2007,Oct,0.155
Percentage who are Self-Employed (Toronto Residents),2007,Nov,0.1534
Percentage who are Self-Employed (Toronto Residents),2007,Dec,0.1559
Percentage who are Self-Employed (Toronto Residents),2008,Jan,0.1588
Percentage who are Self-Employed (Toronto Residents),2008,Feb,0.1588
Percentage who are Self-Employed (Toronto Residents),2008,Mar,0.1524
Percentage who are Self-Employed (Toronto Residents),2008,Apr,0.1476
Percentage who are Self-Employed (Toronto Residents),2008,May,0.1428
Percentage who are Self-Employed (Toronto Residents),2008,Jun,0.1413
Percentage who are Self-Employed (Toronto Residents),2008,Jul,0.1404
Percentage who are Self-Employed (Toronto Residents),2008,Aug,0.148
Percentage who are Self-Employed (Toronto Residents),2008,Sep,0.1567
Percentage who are Self-Employed (Toronto Residents),2008,Oct,0.1607
Percentage who are Self-Employed (Toronto Residents),2008,Nov,0.164
Percentage who are Self-Employed (Toronto Residents),2008,Dec,0.1622
Percentage who are Self-Employed (Toronto Residents),2009,Jan,0.1646
Percentage who are Self-Employed (Toronto Residents),2009,Feb,0.1611
Percentage who are Self-Employed (Toronto Residents),2009,Mar,0.162
Percentage who are Self-Employed (Toronto Residents),2009,Apr,0.1623
Percentage who are Self-Employed (Toronto Residents),2009,May,0.1611
Percentage who are Self-Employed (Toronto Residents),2009,Jun,0.1588
Percentage who are Self-Employed (Toronto Residents),2009,Jul,0.1533
Percentage who are Self-Employed (Toronto Residents),2009,Aug,0.1537
Percentage who are Self-Employed (Toronto Residents),2009,Sep,0.1544
Percentage who are Self-Employed (Toronto Residents),2009,Oct,0.1576
Percentage who are Self-Employed (Toronto Residents),2009,Nov,0.1601
Percentage who are Self-Employed (Toronto Residents),2009,Dec,0.1635
Percentage who are Self-Employed (Toronto Residents),2010,Jan,0.1684
Percentage who are Self-Employed (Toronto Residents),2010,Feb,0.1706
Percentage who are Self-Employed (Toronto Residents),2010,Mar,0.1708
Percentage who are Self-Employed (Toronto Residents),2010,Apr,0.171
Percentage who are Self-Employed (Toronto Residents),2010,May,0.1676
Percentage who are Self-Employed (Toronto Residents),2010,Jun,0.1663
Percentage who are Self-Employed (Toronto Residents),2010,Jul,0.1598
Percentage who are Self-Employed (Toronto Residents),2010,Aug,0.1572
Percentage who are Self-Employed (Toronto Residents),2010,Sep,0.1509
Percentage who are Self-Employed (Toronto Residents),2010,Oct,0.1481
Percentage who are Self-Employed (Toronto Residents),2010,Nov,0.1522
Percentage who are Self-Employed (Toronto Residents),2010,Dec,0.1517
Percentage who are Self-Employed (Toronto Residents),2011,Jan,0.1556
Percentage who are Self-Employed (Toronto Residents),2011,Feb,0.152
Percentage who are Self-Employed (Toronto Residents),2011,Mar,0.1523
Percentage who are Self-Employed (Toronto Residents),2011,Apr,0.1503
Percentage who are Self-Employed (Toronto Residents),2011,May,0.1483
Percentage who are Self-Employed (Toronto Residents),2011,Jun,0.1516
Percentage who are Self-Employed (Toronto Residents),2011,Jul,0.1525
Percentage who are Self-Employed (Toronto Residents),2011,Aug,0.1544
Percentage who are Self-Employed (Toronto Residents),2011,Sep,0.1545
Percentage who are Self-Employed (Toronto Residents),2011,Oct,0.1558
Percentage who are Self-Employed (Toronto Residents),2011,Nov,0.1531
Percentage who are Self-Employed (Toronto Residents),2011,Dec,0.1549
Percentage who are Self-Employed (Toronto Residents),2012,Jan,0.1569
Percentage who are Self-Employed (Toronto Residents),2012,Feb,0.1647
Percentage who are Self-Employed (Toronto Residents),2012,Mar,0.1651
Percentage who are Self-Employed (Toronto Residents),2012,Apr,0.1585
Percentage who are Self-Employed (Toronto Residents),2012,May,0.1542
Percentage who are Self-Employed (Toronto Residents),2012,Jun,0.15
Percentage who are Self-Employed (Toronto Residents),2012,Jul,0.1472
Percentage who are Self-Employed (Toronto Residents),2012,Aug,0.1431
Percentage who are Self-Employed (Toronto Residents),2012,Sep,0.1439
Percentage who are Self-Employed (Toronto Residents),2012,Oct,0.1484
Percentage who are Self-Employed (Toronto Residents),2012,Nov,0.145
Percentage who are Self-Employed (Toronto Residents),2012,Dec,0.1392
Percentage who are Self-Employed (Toronto Residents),2013,Jan,0.1362
Percentage who are Self-Employed (Toronto Residents),2013,Feb,0.1401
Percentage who are Self-Employed (Toronto Residents),2013,Mar,0.146
Percentage who are Self-Employed (Toronto Residents),2013,Apr,0.1492
Percentage who are Self-Employed (Toronto Residents),2013,May,0.1527
Percentage who are Self-Employed (Toronto Residents),2013,Jun,0.1528
Percentage who are Self-Employed (Toronto Residents),2013,Jul,0.1555
Percentage who are Self-Employed (Toronto Residents),2013,Aug,0.1534
Percentage who are Self-Employed (Toronto Residents),2013,Sep,0.1527
Percentage who are Self-Employed (Toronto Residents),2013,Oct,0.145
Percentage who are Self-Employed (Toronto Residents),2013,Nov,0.1436
Percentage who are Self-Employed (Toronto Residents),2013,Dec,0.1412
Percentage who are Self-Employed (Toronto Residents),2014,Jan,0.1428
Percentage who are Self-Employed (Toronto Residents),2014,Feb,0.1405
Percentage who are Self-Employed (Toronto Residents),2014,Mar,0.1428
Percentage who are Self-Employed (Toronto Residents),2014,Apr,0.1469
Percentage who are Self-Employed (Toronto Residents),2014,May,0.1482
Percentage who are Self-Employed (Toronto Residents),2014,Jun,0.1464
Percentage who are Self-Employed (Toronto Residents),2014,Jul,0.1428
Percentage who are Self-Employed (Toronto Residents),2014,Aug,0.1451
Percentage who are Self-Employed (Toronto Residents),2014,Sep,0.1443
Percentage who are Self-Employed (Toronto Residents),2014,Oct,0.1465
Percentage who are Self-Employed (Toronto Residents),2014,Nov,0.1443
Percentage who are Self-Employed (Toronto Residents),2014,Dec,0.1465
Percentage who are Self-Employed (Toronto Residents),2015,Jan,0.1506
Percentage who are Self-Employed (Toronto Residents),2015,Feb,0.1549
Percentage who are Self-Employed (Toronto Residents),2015,Mar,0.1564
Percentage who are Self-Employed (Toronto Residents),2015,Apr,0.1485
Percentage who are Self-Employed (Toronto Residents),2015,May,0.1489
Percentage who are Self-Employed (Toronto Residents),2015,Jun,0.1516
Percentage who are Self-Employed (Toronto Residents),2015,Jul,0.1588
Percentage who are Self-Employed (Toronto Residents),2015,Aug,0.1624
Percentage who are Self-Employed (Toronto Residents),2015,Sep,0.1735
Percentage who are Self-Employed (Toronto Residents),2015,Oct,0.1813
Percentage who are Self-Employed (Toronto Residents),2015,Nov,0.1868
Percentage who are Self-Employed (Toronto Residents),2015,Dec,0.184
Percentage who are Self-Employed (Toronto Residents),2016,Jan,0.1822
Percentage who are Self-Employed (Toronto Residents),2016,Feb,0.1816
Percentage who are Self-Employed (Toronto Residents),2016,Mar,0.1766
Percentage who are Self-Employed (Toronto Residents),2016,Apr,0.1736
Percentage who are Self-Employed (Toronto Residents),2016,May,0.1673
Percentage who are Self-Employed (Toronto Residents),2016,Jun,0.1674
Percentage who are Self-Employed (Toronto Residents),2016,Jul,0.1691
Percentage who are Self-Employed (Toronto Residents),2016,Aug,0.169
Percentage who are Self-Employed (Toronto Residents),2016,Sep,0.1684
Percentage who are Self-Employed (Toronto Residents),2016,Oct,0.1666
Percentage who are Self-Employed (Toronto Residents),2016,Nov,0.174
Percentage who are Self-Employed (Toronto Residents),2016,Dec,0.1742
Percentage who are Self-Employed (Toronto Residents),2017,Jan,0.1789
Percentage who are Self-Employed (Toronto Residents),2017,Feb,0.1744
Percentage who are Self-Employed (Toronto Residents),2017,Mar,0.1791
Percentage who are Self-Employed (Toronto Residents),2017,Apr,0.1828
Percentage who are Self-Employed (Toronto Residents),2017,May,0.1874
Percentage who are Self-Employed (Toronto Residents),2017,Jun,0.1882
Percentage who are Self-Employed (Toronto Residents),2017,Jul,0.18
Percentage who are Self-Employed (Toronto Residents),2017,Aug,0.1785
Percentage who are Self-Employed (Toronto Residents),2017,Sep,0.1755
Percentage who are Self-Employed (Toronto Residents),2017,Oct,0.1746
Percentage who are Self-Employed (Toronto Residents),2017,Nov,0.1699
Percentage who are Self-Employed (Toronto Residents),2017,Dec,0.164
Percentage who are Self-Employed (Toronto Residents),2018,Jan,0.161
Percentage who are Self-Employed (Toronto Residents),2018,Feb,0.162
Percentage who are Self-Employed (Toronto Residents),2018,Mar,0.1672
Percentage who are Self-Employed (Toronto Residents),2018,Apr,0.1739
Percentage who are Self-Employed (Toronto Residents),2018,May,0.1756
Percentage who are Self-Employed (Toronto Residents),2018,Jun,0.181
Percentage who are Self-Employed (Toronto Residents),2018,Jul,0.1809
Percentage who are Self-Employed (Toronto Residents),2018,Aug,0.1838
Percentage who are Self-Employed (Toronto Residents),2018,Sep,0.1831
Percentage who are Self-Employed (Toronto Residents),2018,Oct,0.1854
Percentage who are Self-Employed (Toronto Residents),2018,Nov,0.1866
Percentage who are Self-Employed (Toronto Residents),2018,Dec,0.1819
Percentage who are Self-Employed (Toronto Residents),2019,Jan,0.1752
Percentage who are Self-Employed (Toronto Residents),2019,Feb,0.1687
Percentage who are Self-Employed (Toronto Residents),2019,Mar,0.1689
Percentage who are Self-Employed (Toronto Residents),2019,Apr,0.1727
Percentage who are Self-Employed (Toronto Residents),2019,May,0.1768
Percentage who are Self-Employed (Toronto Residents),2019,Jun,0.18
Percentage who are Self-Employed (Toronto Residents),2019,Jul,0.1822
Percentage who are Self-Employed (Toronto Residents),2019,Aug,0.1846
Percentage who are Self-Employed (Toronto Residents),2019,Sep,0.1847
Percentage who are Self-Employed (Toronto Residents),2019,Oct,0.1819
Percentage who are Self-Employed (Toronto Residents),2019,Nov,0.1713
Percentage who are Self-Employed (Toronto Residents),2019,Dec,0.1577
Percentage who are Self-Employed (Toronto Residents),2020,Jan,0.1499
Percentage who are Self-Employed (Toronto Residents),2020,Feb,0.1484
Percentage who are Self-Employed (Toronto Residents),2020,Mar,0.1526
Percentage who are Self-Employed (Toronto Residents),2020,Apr,0.1641
Percentage who are Self-Employed (Toronto Residents),2020,May,0.174
Percentage who are Self-Employed (Toronto Residents),2020,Jun,0.1835
Percentage who are Self-Employed (Toronto Residents),2020,Jul,0.1763
Percentage who are Self-Employed (Toronto Residents),2020,Aug,0.172
Percentage who are Self-Employed (Toronto Residents),2020,Sep,0.1689
Percentage who are Self-Employed (Toronto Residents),2020,Oct,0.1753
Percentage who are Self-Employed (Toronto Residents),2020,Nov,0.1821
Percentage who are Self-Employed (Toronto Residents),2020,Dec,0.1793
Percentage who are Self-Employed (Toronto Residents),2021,Jan,0.1758
Percentage who are Self-Employed (Toronto Residents),2021,Feb,0.1668
Percentage who are Self-Employed (Toronto Residents),2021,Mar,0.1617
Percentage who are Self-Employed (Toronto Residents),2021,Apr,0.1598
Percentage who are Self-Employed (Toronto Residents),2021,May,0.1598
Percentage who are Self-Employed (Toronto Residents),2021,Jun,0.1624
Percentage who are Self-Employed (Toronto Residents),2021,Jul,0.1619
Percentage who are Self-Employed (Toronto Residents),2021,Aug,0.1622
Percentage who are Self-Employed (Toronto Residents),2021,Sep,0.1605
Retail Sales - Toronto CMA (CAD) ,2007,Jan,3926790
Retail Sales - Toronto CMA (CAD) ,2007,Feb,3776196
Retail Sales - Toronto CMA (CAD) ,2007,Mar,4683989
Retail Sales - Toronto CMA (CAD) ,2007,Apr,4680806
Retail Sales - Toronto CMA (CAD) ,2007,May,5338575
Retail Sales - Toronto CMA (CAD) ,2007,Jun,5251133
Retail Sales - Toronto CMA (CAD) ,2007,Jul,4755676
Retail Sales - Toronto CMA (CAD) ,2007,Aug,5005334
Retail Sales - Toronto CMA (CAD) ,2007,Sep,4831523
Retail Sales - Toronto CMA (CAD) ,2007,Oct,4824078
Retail Sales - Toronto CMA (CAD) ,2007,Nov,5121585
Retail Sales - Toronto CMA (CAD) ,2007,Dec,6049660
Retail Sales - Toronto CMA (CAD) ,2008,Jan,4490733
Retail Sales - Toronto CMA (CAD) ,2008,Feb,4249887
Retail Sales - Toronto CMA (CAD) ,2008,Mar,4688505
Retail Sales - Toronto CMA (CAD) ,2008,Apr,5229452
Retail Sales - Toronto CMA (CAD) ,2008,May,5544058
Retail Sales - Toronto CMA (CAD) ,2008,Jun,5332482
Retail Sales - Toronto CMA (CAD) ,2008,Jul,5303354
Retail Sales - Toronto CMA (CAD) ,2008,Aug,5271802
Retail Sales - Toronto CMA (CAD) ,2008,Sep,5103046
Retail Sales - Toronto CMA (CAD) ,2008,Oct,5090350
Retail Sales - Toronto CMA (CAD) ,2008,Nov,4965342
Retail Sales - Toronto CMA (CAD) ,2008,Dec,5645200
Retail Sales - Toronto CMA (CAD) ,2009,Jan,4195853
Retail Sales - Toronto CMA (CAD) ,2009,Feb,3868495
Retail Sales - Toronto CMA (CAD) ,2009,Mar,4525235
Retail Sales - Toronto CMA (CAD) ,2009,Apr,4855833
Retail Sales - Toronto CMA (CAD) ,2009,May,5212968
Retail Sales - Toronto CMA (CAD) ,2009,Jun,5146300
Retail Sales - Toronto CMA (CAD) ,2009,Jul,5138936
Retail Sales - Toronto CMA (CAD) ,2009,Aug,5030248
Retail Sales - Toronto CMA (CAD) ,2009,Sep,5057822
Retail Sales - Toronto CMA (CAD) ,2009,Oct,5128624
Retail Sales - Toronto CMA (CAD) ,2009,Nov,4987636
Retail Sales - Toronto CMA (CAD) ,2009,Dec,6192098
Retail Sales - Toronto CMA (CAD) ,2010,Jan,4464729
Retail Sales - Toronto CMA (CAD) ,2010,Feb,4092289
Retail Sales - Toronto CMA (CAD) ,2010,Mar,5024412
Retail Sales - Toronto CMA (CAD) ,2010,Apr,5190284
Retail Sales - Toronto CMA (CAD) ,2010,May,5471951
Retail Sales - Toronto CMA (CAD) ,2010,Jun,5656962
Retail Sales - Toronto CMA (CAD) ,2010,Jul,5403843
Retail Sales - Toronto CMA (CAD) ,2010,Aug,5256515
Retail Sales - Toronto CMA (CAD) ,2010,Sep,5321137
Retail Sales - Toronto CMA (CAD) ,2010,Oct,5305593
Retail Sales - Toronto CMA (CAD) ,2010,Nov,5555293
Retail Sales - Toronto CMA (CAD) ,2010,Dec,6592855
Retail Sales - Toronto CMA (CAD) ,2011,Jan,4698561
Retail Sales - Toronto CMA (CAD) ,2011,Feb,4483424
Retail Sales - Toronto CMA (CAD) ,2011,Mar,5350232
Retail Sales - Toronto CMA (CAD) ,2011,Apr,5536234
Retail Sales - Toronto CMA (CAD) ,2011,May,5832299
Retail Sales - Toronto CMA (CAD) ,2011,Jun,5991744
Retail Sales - Toronto CMA (CAD) ,2011,Jul,5629082
Retail Sales - Toronto CMA (CAD) ,2011,Aug,5594283
Retail Sales - Toronto CMA (CAD) ,2011,Sep,5630493
